velocity_x,acceleration_x,position_x,position_y,class
3002.986898577878,-0.17022317647934,12492932.580894101,-65115535.09296008,selin
3002.96987626023,-0.17022317647934,12493232.877881728,-65117096.032822765,selin
3002.9473420805425,-0.225341796875,12493533.172615936,-65118656.97188088,selin
3002.928611913988,-0.18730166554451,12493833.465477128,-65120217.91094391,selin
3002.9117840028493,-0.168279111385345,12494133.756655527,-65121778.85041659,selin
3002.8891531146255,-0.226308882236481,12494434.04557084,-65123339.78948459,selin
3002.8665222264017,-0.226308882236481,12494734.332223061,-65124900.728147894,selin
3002.8475978187407,-0.189244076609611,12495034.616982844,-65126461.66761588,selin
3002.8288678190793,-0.187299996614456,12495334.899869626,-65128022.60708878,selin
3002.8062369308554,-0.226308882236481,12495635.18049332,-65129583.546156995,selin
3002.783605878719,-0.226310521364212,12495935.458853908,-65131144.484820515,selin
3002.7590729004824,-0.245329782366753,12496235.734761197,-65132705.422674604,selin
3002.7383434421504,-0.207294583320618,12496536.008595541,-65134266.360528745,selin
3002.7176139838184,-0.207294583320618,12496836.28035694,-65135827.29838294,selin
3002.6949826008763,-0.226313829421997,12497136.5498552,-65137388.235832445,selin
3002.67615539796,-0.188272029161453,12497436.81747074,-65138949.17368675,selin
3002.6535243458234,-0.226310521364212,12497737.082823176,-65140510.11113636,selin
3002.6348913825236,-0.186329632997513,12498037.346312314,-65142071.048191,selin
3002.60826223857,-0.266291439533234,12498337.607138539,-65143631.98483124,selin
3002.5856313503464,-0.226308882236481,12498637.865701674,-65145192.92106678,selin
3002.5669983870466,-0.186329632997513,12498938.122401513,-65146753.85690736,selin
3002.5442701301654,-0.22728256881237,12499238.376828527,-65148314.79274313,selin
3002.521542038687,-0.227280914783478,12499538.62898273,-65149875.72857409,selin
3002.498813947209,-0.227280914783478,12499838.878864124,-65151436.66440024,selin
3002.4780846527897,-0.207292944192886,12500139.12667259,-65152997.60022645,selin
3002.4612564123354,-0.168282404541969,12500439.37279823,-65154558.536462314,selin
3002.438625193306,-0.226312190294266,12500739.61666075,-65156119.47229349,selin
3002.415896936425,-0.22728256881237,12501039.858250443,-65157680.40811986,selin
3002.399166063138,-0.167308732867241,12501340.098167049,-65159241.343956,selin
3002.37643797166,-0.227280914783478,12501640.335810846,-65160802.27978734,selin
3002.3577081359113,-0.187298357486725,12501940.57158166,-65162363.21562359,selin
3002.340977098712,-0.1673103719949719,12502240.80567937,-65163924.15146961,selin
3002.3183460465752,-0.226310521364212,12502541.037513975,-65165485.08691095,selin
3002.299615714618,-0.187303319573402,12502841.267475547,-65167046.022357196,selin
3002.280885382661,-0.187303319573402,12503141.495564086,-65168606.95780836,selin
3002.2562552026598,-0.246301800012588,12503441.721189607,-65170167.892849974,selin
3002.2374279997434,-0.188272029161453,12503741.944932407,-65171728.828296386,selin
3002.2148941508617,-0.225338488817215,12504042.166421821,-65173289.762938224,selin
3002.1960669479454,-0.188272029161453,12504342.386028517,-65174850.69798486,selin
3002.173338691064,-0.22728256881237,12504642.603362387,-65176411.63302669,selin
3002.152512524196,-0.208261668682098,12504942.81861364,-65177972.56846845,selin
3002.1356842837417,-0.168282404541969,12505243.032182068,-65179533.50431988,selin
3002.116003071436,-0.196812123060226,12505543.243782375,-65181094.43997384,selin
3002.091276018986,-0.2472705245017999,12505843.452909976,-65182655.37561814,selin
3002.072448485264,-0.188275337219238,12506143.660154825,-65184216.311667226,selin
3002.051622152993,-0.208263322710991,12506443.865317041,-65185777.248116255,selin
3002.0367928735104,-0.148292794823647,12506744.068996329,-65187338.184979804,selin
3002.0159663758363,-0.208264976739883,12507044.270592967,-65188899.122243285,selin
3001.9990409306374,-0.169254451990128,12507344.47049706,-65190460.06031631,selin
3001.9785062096207,-0.205347210168838,12507644.668347681,-65192020.99758962,selin
3001.957874119946,-0.206320896744728,12507944.864135092,-65193581.9344631,selin
3001.9391439533915,-0.18730166554451,12508245.058049487,-65195142.8713415,selin
3001.9207143849817,-0.1842956840991969,12508545.250120925,-65196703.80822481,selin
3001.899842368731,-0.2087201625108719,12508845.440105163,-65198264.74550806,selin
3001.879024202296,-0.2081816643476489,12509145.628007583,-65199825.68279137,selin
3001.8580721817107,-0.2095202058553699,12509445.813814802,-65201386.620474614,selin
3001.841205673584,-0.1686650812625889,12509745.99793537,-65202947.558967404,selin
3001.822481617996,-0.187240555882454,12510046.180183532,-65204508.49746509,selin
3001.8018611631483,-0.2062045484781269,12510346.360369649,-65206069.4359628,selin
3001.7851697913497,-0.166913717985153,12510646.538886627,-65207630.37447027,selin
3001.7625333017795,-0.226364895701408,12510946.715139957,-65209191.312972896,selin
3001.741925952503,-0.206073492765427,12511246.889332552,-65210752.25147554,selin
3001.7212103298993,-0.207156226038933,12511547.061453585,-65212313.19037809,selin
3001.7006399235815,-0.205704063177109,12511847.231517578,-65213874.12928066,selin
3001.6800432852597,-0.205966383218765,12512147.399521906,-65215435.06818324,selin
3001.6594576380344,-0.205856472253799,12512447.56546767,-65216996.00708584,selin
3001.639000122914,-0.204575151205063,12512747.729367683,-65218556.94558856,selin
3001.6165320477576,-0.2246807515621189,12513047.891020887,-65220117.88408643,selin
3001.5960703394503,-0.204617083072662,12513348.05062792,-65221678.82178454,selin
3001.571624495754,-0.2444584369659419,12513648.207790371,-65223239.75907306,selin
3001.549064492354,-0.2256000339984889,12513948.36269682,-65224800.69595683,selin
3001.528678517708,-0.203859746456146,12514248.515564673,-65226361.63244073,selin
3001.505894591579,-0.227839261293411,12514548.666154131,-65227922.56931965,selin
3001.4855418226807,-0.2035276889801019,12514848.814708313,-65229483.50539881,selin
3001.462988316187,-0.2255350649356839,12515148.961007144,-65231044.44147312,selin
3001.440398555168,-0.22589761018753,12515449.105047,-65232605.37754257,selin
3001.4237590930547,-0.166394621133804,12515749.24742291,-65234166.31402163,selin
3001.40707072384,-0.166883692145348,12516049.388129981,-65235727.25131019,selin
3001.3863764680113,-0.2069425582885739,12516349.526767628,-65237288.18859877,selin
3001.3658467463342,-0.205297216773033,12516649.663352303,-65238849.12588736,selin
3001.345375888714,-0.204708576202392,12516949.797889892,-65240410.062776074,selin
3001.3249200902073,-0.204557985067368,12517249.930381902,-65241970.99926492,selin
3001.3043518758504,-0.205682143568993,12517550.060817089,-65243531.93575378,selin
3001.281959008345,-0.2239286750555039,12517850.18901299,-65245092.87183791,selin
3001.2633515722246,-0.186074361205101,12518150.315348146,-65246653.8079269,selin
3001.2409388459414,-0.224127262830734,12518450.439442031,-65248214.74361115,selin
