velocity_x,acceleration_x,position_x,position_y,class
-0.02440694719552993,-0.2440694719552993,-0.0024406947195529933,0.0008094744384288781,apo
-0.04500965923070906,-0.2060271203517913,-0.006941660642623899,0.001618939489126204,apo
-0.06770884543657302,-0.2269918620586395,-0.013712545186281202,0.00203337326645851,apo
-0.0902133449912071,-0.2250449955463409,-0.022733879685401914,0.002852539643645285,apo
-0.11291253119707105,-0.2269918620586395,-0.03402513280510902,0.00327667474746704,apo
-0.135611717402935,-0.2269918620586395,-0.047586304545402525,0.003305778577923775,apo
-0.1562137722969055,-0.2060205489397049,-0.06320768177509307,0.0033348729461431517,apo
-0.17881577908992766,-0.2260200679302216,-0.08108925968408584,0.0033688179403543496,apo
-0.19951567053794858,-0.2069989144802093,-0.1010408267378807,0.0030028716474771533,apo
-0.21831311732530592,-0.1879744678735733,-0.1228721384704113,0.001832292079925542,apo
-0.23891582936048505,-0.2060271203517913,-0.1467637214064598,0.0006617031246423785,apo
-0.2577139317989349,-0.1879810243844986,-0.1725351145863533,-0.001313519030809394,apo
-0.2803159385919571,-0.2260200679302216,-0.200566708445549,-0.0032838905602693455,apo
-0.29891935288906096,-0.1860341429710388,-0.2304586437344551,-0.005259131640195834,apo
-0.31562130749225614,-0.1670195460319519,-0.2620207744836807,-0.007643984183669074,apo
-0.3363208696246147,-0.2069956213235855,-0.29565286144614217,-0.010428728088736515,apo
-0.3531193479895592,-0.1679847836494445,-0.3309647962450981,-0.014022965431213357,apo
-0.3758178770542145,-0.226985290646553,-0.36854658395051954,-0.01801223397254941,apo
-0.3964209169149399,-0.206030398607254,-0.40818867564201355,-0.022001511976122826,apo
-0.4189250856637955,-0.2250416874885559,-0.4500811842083931,-0.02558605737984177,apo
-0.4394306167960167,-0.2050553113222122,-0.49402424588799476,-0.028770730271935427,apo
-0.4561325713992119,-0.1670195460319519,-0.5396375030279159,-0.032365014627575836,apo
-0.47663843035697934,-0.2050585895776748,-0.5873013460636138,-0.035559426546096756,apo
-0.4952421724796295,-0.1860374212265014,-0.6368255633115768,-0.038758707866072606,apo
-0.5153802216053008,-0.2013804912567138,-0.6883635854721069,-0.0419579984992742,apo
-0.5399787217378615,-0.2459850013256073,-0.742361457645893,-0.044747698381543105,apo
-0.5607043877243995,-0.2072566598653793,-0.798431896418333,-0.04753741160035128,apo
-0.5794362977147102,-0.1873190999031067,-0.8563755261898041,-0.050332001149654325,apo
-0.6078038647770881,-0.2836756706237793,-0.9171559126675128,-0.05230740815401071,apo
-0.6267622604966163,-0.189583957195282,-0.9798321387171745,-0.05508745700120919,apo
-0.6454198971390723,-0.1865763664245605,-1.0443741284310817,-0.05867215037345879,apo
-0.6660398915410041,-0.2061999440193176,-1.110978117585182,-0.06185698270797722,apo
-0.6886517867445945,-0.2261189520359039,-1.1798432962596415,-0.06503697551786893,apo
-0.7072590276598929,-0.1860724091529846,-1.2505691990256307,-0.06822184734046452,apo
-0.7256748631596563,-0.1841583549976349,-1.3231366853415962,-0.07061183325946324,apo
-0.7443395137786863,-0.1866465061903,-1.397570636719465,-0.07340657982975238,apo
-0.76867828220129,-0.2433876842260361,-1.4744384649395939,-0.07539185985922806,apo
-0.7855826377868651,-0.169043555855751,-1.5529967287182804,-0.0785865217819809,apo
-0.8059338644146918,-0.2035122662782669,-1.6335901151597496,-0.08138131655752649,apo
-0.8267495945096015,-0.2081573009490966,-1.7162650746107098,-0.08497588980942955,apo
-0.8492050901055335,-0.22455495595932,-1.8011855836212631,-0.08816573597490777,apo
-0.8657686188817023,-0.1656352877616882,-1.8877624455094333,-0.09176519881933917,apo
-0.884599596261978,-0.1883097738027572,-1.9762224051356312,-0.09616930030286301,apo
-0.906975995004177,-0.2237639874219894,-2.066920004636049,-0.09976879227906454,apo
-0.9294341847300529,-0.2245818972587585,-2.159863423109054,-0.1029635566473006,apo
-0.9420878633856773,-0.1265367865562439,-2.2540722094476218,-0.10697753947228181,apo
-0.9685357555747032,-0.2644789218902588,-2.350925785005092,-0.11017719618976103,apo
-0.9872082486748694,-0.1867249310016632,-2.449646609872579,-0.113781612664461,apo
-1.0057700112462042,-0.1856176257133484,-2.5502236109971994,-0.11739090234041201,apo
-1.0280610218644142,-0.2229101061820984,-2.6530297131836407,-0.1201955813914536,apo
-1.0487621530890465,-0.2070113122463226,-2.757905928492545,-0.12340015560388551,apo
-1.07314882427454,-0.2438667118549347,-2.865220810919999,-0.12619514085352407,apo
